county_name,lat,lng,state,lng_rank,lat_rank,nyc,min_lng_rank,min_lat_rank,max_lng_rank,max_lat_rank,num_squares,county,ttl,pre_mult,mult,sqrt_mult,mid_lng_rank,mid_lat_rank,scaled_lng_rank,scaled_lat_rank,test_lat_rank,test_lng_rank,new_scaled_lat_rank,new_scaled_lng_rank,square_id,min_new_scaled_lat_rank,min_new_scaled_lng_rank,max_new_scaled_lat_rank,max_new_scaled_lng_rank,dummy,prop_scaled_lat_rank,prop_scaled_lng_rank,min_prop_scaled_lat_rank,min_prop_scaled_lng_rank,max_prop_scaled_lat_rank,max_prop_scaled_lng_rank
Clinton,44.6715189873,-73.5601265823,NY,63.0,73.0,False,59.0,69.0,64.0,78.0,49,Clinton,2423,49.44897959183673,18.62364166445799,4.315511750008102,61.5,73.5,69.47326762501216,70.84224412499594,21764.70271888772,18783.23659301269,11897.728718214905,13039.80853483168,1236,21762.544963012715,18781.078837137688,21766.86047476272,18785.394348887694,1,11897.728718214905,13039.80853483168,11895.570962339902,13037.650778956677,11899.886474089908,13041.966290706683
Wyoming,42.6874683544,-78.4451898734,NY,15.0,39.0,False,15.0,37.0,19.0,42.0,30,Wyoming,899,29.966666666666665,11.286147186147184,3.3594861491226875,17.0,39.5,8.281027701754624,37.320256925438656,11627.717890912618,4472.199188812545,12546.532355055006,13348.19754061181,1237,11626.038147838057,4470.519445737984,11629.397633987179,4473.878931887106,1,12546.532355055006,13348.19754061181,12544.852611980445,13346.51779753725,12548.212098129567,13349.877283686372
Cattaraugus,42.220632911399996,-78.4451898734,NY,15.0,31.0,False,9.0,28.0,16.0,36.0,67,Cattaraugus,2232,33.3134328358209,12.546617561542936,3.542120489416323,12.5,32.0,23.855301223540806,27.45787951058368,9242.544990212591,4472.199188812545,12655.34951852411,13226.139900994527,1238,9240.773929967883,4470.428128567837,9244.316050457299,4473.970249057253,1,12655.34951852411,13226.139900994527,12653.578458279402,13224.36884074982,12657.120578768818,13227.910961239235
Orange,41.2869620253,-74.3743037975,NY,55.0,15.0,False,52.0,13.0,59.0,20.0,39,Orange,18961,486.1794871794871,183.1065601065601,13.531687260152006,55.5,16.5,48.234156369924,-5.2975308902280105,4472.199188812545,16398.063692312666,11835.722994892834,13133.997168907905,1239,4465.433345182469,16391.29784868259,4478.965032442621,16404.829535942743,1,11835.722994892834,13133.997168907905,11828.957151262759,13127.23132527783,11842.48883852291,13140.76301253798
Rensselaer,42.5124050633,-73.3565822785,NY,65.0,36.0,False,61.0,36.0,65.0,43.0,32,Rensselaer,7983,249.46875,93.95576298701296,9.693078096611671,63.0,39.5,84.38615619322334,2.074226661859143,10733.278053150107,19379.529818187693,12512.035874831432,12737.176551262824,1240,10728.431514101801,19374.683279139386,10738.124592198412,19384.376357236,1,12347.353918366844,13263.663543102048,12342.507379318538,13258.817004053742,12352.200457415149,13268.510082150353
Greene,42.162278481,-73.9672151899,NY,59.0,30.0,False,54.0,29.0,60.0,35.0,31,Greene,1999,64.48387096774194,24.28613322161709,4.928096308070399,57.0,32.0,68.85619261614079,20.1438073838592,8944.39837762509,17590.650142662682,12985.109982379478,12841.843627619335,1241,8941.934329471054,17588.18609450865,8946.862425779125,17593.114190816716,1,12985.109982379478,12841.843627619335,12982.645934225442,12839.3795794653,12987.574030533513,12844.30767577337
Chenango,42.4540506329,-75.5955696203,NY,43.0,35.0,False,41.0,31.0,45.0,39.0,39,Chenango,1441,36.94871794871795,13.915750915750914,3.730382140713055,43.0,35.0,43.0,35.0,10435.131440562604,12820.304341262627,11555.195540787012,12945.453105373314,1242,10433.266249492248,12818.439150192271,10436.99663163296,12822.169532332982,1,11555.195540787012,12945.453105373314,11553.330349716656,12943.587914302958,11557.060731857368,12947.31829644367
Cayuga,42.6291139241,-76.6132911392,NY,33.0,38.0,False,32.0,38.0,36.0,50.0,37,Cayuga,3515,95.0,35.77922077922078,5.9815734367489615,34.0,44.0,27.018426563251037,2.110559379506228,11329.571278325117,9838.838215387601,12269.54860654617,12212.75662185737,1243,11326.580491606743,9835.847428669227,11332.56206504349,9841.829002105975,1,12269.54860654617,12212.75662185737,12266.557819827796,12209.765835138996,12272.539393264544,12215.747408575744
Dutchess,41.9872151899,-73.865443038,NY,60.0,27.0,False,59.0,18.0,63.0,28.0,37,Dutchess,18951,512.1891891891893,192.90242190242188,13.88893163286586,61.0,23.0,46.111068367134145,82.55572653146343,8049.95853986258,17888.79675525018,13425.143124978033,12505.324560499666,1244,8043.0140740461475,17881.852289433748,8056.903005679013,17895.74122106661,1,11671.206195941904,13350.14943210444,11664.261730125472,13343.204966288007,11678.150661758336,13357.093897920871
Essex,44.3797468354,-73.6618987342,NY,62.0,68.0,False,56.0,58.0,65.0,70.0,88,Essex,1529,17.375,6.5438311688311686,2.5580913136225547,60.5,64.0,65.83713697043383,78.23236525449022,20273.969655950204,18485.089980425182,12879.39477622111,13412.4286197885,1245,20272.690610293394,18483.81093476837,20275.248701607015,18486.369026081993,1,12879.39477622111,13412.4286197885,12878.1157305643,13411.149574131688,12880.673821877921,13413.70766544531
Clinton,44.78822784810001,-73.6618987342,NY,62.0,75.0,False,59.0,69.0,64.0,78.0,49,Clinton,2423,49.44897959183673,18.62364166445799,4.315511750008102,61.5,73.5,64.15775587500406,81.47326762501216,22360.995944062724,18485.089980425182,11741.820596694914,12840.137772645086,1246,22358.83818818772,18482.93222455018,22363.153699937728,18487.247736300185,1,11741.820596694914,12840.137772645086,11739.66284081991,12837.980016770083,11743.978352569917,12842.29552852009
Queens,40.6450632911,-73.7636708861,NY,61.0,4.0,True,60.0,4.0,61.0,6.0,5,Queens,182995,36599.0,13784.03896103896,117.40544689680695,60.5,5.0,119.70272344840349,-113.40544689680695,1192.586450350012,18186.943367837684,9046.419647001225,14926.662453397388,1247,1133.8837269016085,18128.24064438928,1251.2891737984155,18245.64609128609,1,11007.181202363437,13811.633238399218,10948.478478915034,13752.930514950815,11065.88392581184,13870.33596184762
Columbia,42.3373417722,-73.6618987342,NY,62.0,33.0,False,60.0,27.0,64.0,35.0,31,Columbia,4951,159.70967741935485,60.150397989107674,7.7556687647879645,62.0,31.0,62.0,48.51133752957593,9838.838215387601,18485.089980425182,12926.58985869747,12822.561877575235,1248,9834.960381005207,18481.212146042788,9842.716049769995,18488.967814807576,1,12926.58985869747,12822.561877575235,12922.712024315077,12818.684043192841,12930.467693079865,12826.43971195763
Ulster,41.9288607595,-74.1707594937,NY,57.0,26.0,False,52.0,21.0,59.0,29.0,56,Ulster,16474,294.17857142857144,110.79452690166977,10.52589791427172,55.5,25.0,72.7888468714076,36.525897914271724,7751.811927275078,16994.356917487672,12338.154790364702,12971.250191609435,1249,7746.548978317943,16989.093968530535,7757.074876232214,16999.61986644481,1,12338.154790364702,12971.250191609435,12332.891841407567,12965.9872426523,12343.417739321838,12976.51314056657
Suffolk,40.9951898734,-72.5424050633,NY,73.0,10.0,False,64.0,4.0,79.0,15.0,48,Suffolk,65213,1358.6041666666667,511.6820887445887,22.620390994511762,71.5,9.5,106.93058649176764,21.31019549725588,2981.4661258750307,21764.70271888772,10990.251500095774,14620.839548710805,1250,2970.155930377775,21753.392523390463,2992.7763213722865,21776.012914384974,1,12376.542762041552,12967.8649113789,12365.232566544297,12956.554715881644,12387.852957538807,12979.175106876155
Essex,44.3797468354,-73.865443038,NY,60.0,68.0,False,56.0,58.0,65.0,70.0,88,Essex,1529,17.375,6.5438311688311686,2.5580913136225547,60.5,64.0,58.720954343188716,78.23236525449022,20273.969655950204,17888.79675525018,12961.704128874562,13370.399910233298,1251,20272.690610293394,17887.51770959337,20275.248701607015,17890.07580090699,1,12961.704128874562,13370.399910233298,12960.425083217751,13369.120864576487,12962.983174531373,13371.67895589011
Essex,44.0879746835,-73.5601265823,NY,63.0,63.0,False,56.0,58.0,65.0,70.0,88,Essex,1529,17.375,6.5438311688311686,2.5580913136225547,60.5,64.0,69.39522828405639,60.44190868637745,18783.23659301269,18783.23659301269,13024.558443801665,13545.046766368223,1252,18781.95754735588,18781.95754735588,18784.5156386695,18784.5156386695,1,13024.558443801665,13545.046766368223,13023.279398144854,13543.767720711412,13025.837489458476,13546.325812025034
Nassau,40.8784810127,-73.5601265823,NY,63.0,8.0,False,62.0,3.0,64.0,8.0,14,Nassau,77998,5571.285714285716,2098.2764378478664,45.80694748450137,63.0,5.5,63.0,122.51736871125344,2385.172900700024,18783.23659301269,11512.534656873393,13895.133163634964,1253,2362.2694269577732,18760.33311927044,2408.0763744422748,18806.140066754942,1,12876.79912256155,12529.064030755399,12853.8956488193,12506.160557013149,12899.7025963038,12551.967504497648
Fulton,43.0959493671,-74.3743037975,NY,55.0,46.0,False,52.0,45.0,57.0,49.0,23,Fulton,1406,61.1304347826087,23.023150762281194,4.7982445500704936,54.5,47.0,57.399122275035246,41.20175544992951,13714.74417902514,16398.063692312666,12506.889099949381,13806.84813807086,1254,13712.345056750104,16395.664570037632,13717.143301300175,16400.4628145877,1,12350.472264010941,12141.02825991385,12348.073141735906,12138.629137638814,12352.871386285977,12143.427382188886
Clinton,44.9632911392,-73.7636708861,NY,61.0,78.0,False,59.0,69.0,64.0,78.0,49,Clinton,2423,49.44897959183673,18.62364166445799,4.315511750008102,61.5,73.5,58.84224412499596,97.41980287503642,23255.43578182524,18186.943367837684,11656.61646898329,12586.467006006338,1255,23253.278025950236,18184.78561196268,23257.593537700242,18189.101123712688,1,11656.61646898329,12586.467006006338,11654.458713108286,12584.309250131335,11658.774224858293,12588.624761881341
Ontario,42.8625316456,-77.2239240506,NY,27.0,42.0,False,24.0,38.0,29.0,45.0,29,Ontario,4870,167.9310344827586,63.24675324675325,7.952782736046123,26.5,41.5,30.976391368023066,45.97639136802306,12522.157728675125,8049.95853986258,12401.738980948252,13014.641164671542,1256,12518.181337307102,8045.982148494558,12526.134120043149,8053.934931230603,1,12464.726934435312,13002.32883278355,12460.750543067288,12998.352441415527,12468.703325803335,13006.305224151574
Herkimer,43.7378481013,-74.98493670890001,NY,49.0,57.0,False,47.0,42.0,51.0,62.0,70,Herkimer,1521,21.728571428571424,8.183487940630798,2.8606796291494785,49.0,52.0,49.0,71.30339814574741,16994.356917487672,14609.184016787649,13004.403347651878,13250.698816886128,1257,16992.926577673097,14607.753676973074,16995.787257302247,14610.614356602224,1,13004.403347651878,13250.698816886128,13002.973007837303,13249.268477071553,13005.833687466453,13252.129156700703
St Lawrence,44.729873417700006,-74.6796202532,NY,52.0,74.0,False,41.0,63.0,53.0,78.0,138,St Lawrence,3837,27.80434782608696,10.471767363071711,3.2360110264138022,47.0,70.5,68.180055132069,85.32603859244831,22062.849331475223,15503.623854550156,12961.460636711654,12821.498596548456,1258,22061.231325962017,15502.00584903695,22064.46733698843,15505.241860063363,1,12961.460636711654,12821.498596548456,12959.842631198448,12819.88059103525,12963.07864222486,12823.116602061662
Tompkins,42.4540506329,-76.5115189873,NY,34.0,35.0,False,33.0,33.0,36.0,37.0,19,Tompkins,10634,559.6842105263158,210.79015721120984,14.518614162901699,34.5,35.0,26.740692918549147,35.0,10435.131440562604,10136.984827975102,11757.528049957962,12659.419974613795,1259,10427.872133481153,10129.725520893651,10442.390747644054,10144.244135056553,1,11757.528049957962,12659.419974613795,11750.268742876511,12652.160667532344,11764.787357039413,12666.679281695246
Rensselaer,42.5124050633,-73.5601265823,NY,63.0,36.0,False,61.0,36.0,65.0,43.0,32,Rensselaer,7983,249.46875,93.95576298701296,9.693078096611671,63.0,39.5,63.0,2.074226661859143,10733.278053150107,18783.23659301269,13069.06913914253,12567.105145082347,1260,10728.431514101801,18778.390053964384,10738.124592198412,18788.083132060998,1,13069.06913914253,12567.105145082347,13064.222600094225,12562.258606034042,13073.915678190835,12571.951684130652
Suffolk,40.8201265823,-72.84772151899999,NY,70.0,7.0,False,64.0,4.0,79.0,15.0,48,Suffolk,65213,1358.6041666666667,511.6820887445887,22.620390994511762,71.5,9.5,36.06941350823236,-49.55097748627939,2087.026288112521,20870.26288112521,10846.416373115782,14516.776478251299,1261,2075.716092615265,20858.952685627955,2098.3364836097767,20881.573076622466,1,12384.721433361183,12994.864226314821,12373.411237863927,12983.554030817566,12396.031628858438,13006.174421812077
Otsego,42.6291139241,-74.78139240510001,NY,51.0,38.0,False,45.0,33.0,52.0,42.0,51,Otsego,3129,61.352941176470594,23.106951871657753,4.8069690941026195,48.5,37.5,63.017422735256545,40.403484547051306,11329.571278325117,15205.477241962652,11974.430730202328,13593.341606289378,1262,11327.167793778066,15203.073757415601,11331.974762872167,15207.880726509702,1,12886.649332109206,12358.860319111762,12884.245847562155,12356.456834564711,12889.052816656256,12361.263803658812
Orange,41.5787341772,-74.0689873418,NY,58.0,20.0,False,52.0,13.0,59.0,20.0,39,Orange,18961,486.1794871794871,183.1065601065601,13.531687260152006,55.5,16.5,91.82921815038002,67.36090541053201,5962.932251750061,17292.50353007517,11970.941822787772,13510.3450140318,1263,5956.166408119985,17285.737686445093,5969.698095380138,17299.269373705247,1,12905.24665629139,12483.799048866022,12898.480812661315,12477.033205235946,12912.012499921466,12490.564892496097
Oneida,43.2710126582,-75.6973417722,NY,42.0,49.0,False,41.0,43.0,48.0,54.0,57,Oneida,7247,127.14035087719299,47.88402825244929,6.919828628835349,44.5,48.5,24.70042842791163,52.459914314417674,14609.184016787649,12522.157728675125,13419.472020143903,12563.844356962541,1264,14605.724102473232,12518.697814360708,14612.643931102066,12525.617642989542,1,11645.641145195956,13319.271654663102,11642.181230881539,13315.811740348685,11649.101059510373,13322.731568977519
Cayuga,42.9792405063,-76.6132911392,NY,33.0,44.0,False,32.0,38.0,36.0,50.0,37,Cayuga,3515,95.0,35.77922077922078,5.9815734367489615,34.0,44.0,27.018426563251037,44.0,13118.450953850132,9838.838215387601,12029.788996711064,12346.98709278477,1265,13115.460167131758,9835.847428669227,13121.441740568505,9841.829002105975,1,12029.788996711064,12346.98709278477,12026.79820999269,12343.996306066396,12032.779783429438,12349.977879503143
Steuben,42.0455696203,-77.3256962025,NY,26.0,28.0,False,22.0,28.0,29.0,37.0,68,Steuben,2740,40.29411764705883,15.17570664629488,3.8956009351953496,25.5,32.5,27.947800467597677,10.469795791620928,8348.105152450084,7751.811927275078,12811.21544011613,13728.443399749083,1266,8346.157351982485,7749.864126807481,8350.052952917682,7753.759727742676,1,12024.58703187151,12216.225129099525,12022.639231403911,12214.277328631926,12026.534832339108,12218.172929567123
Albany,42.5124050633,-74.1707594937,NY,57.0,36.0,False,57.0,35.0,61.0,40.0,24,Albany,27049,1127.0416666666667,424.47023809523813,20.60267550817704,59.0,37.5,15.79464898364592,5.095986737734441,10733.278053150107,16994.356917487672,11968.262604482006,13628.14072636714,1267,10722.976715396018,16984.055579733584,10743.579390904195,17004.65825524176,1,12882.688587990928,12324.719337445867,12872.38725023684,12314.41799969178,12892.989925745016,12335.020675199956
Saratoga,42.9792405063,-73.7636708861,NY,61.0,44.0,False,58.0,41.0,62.0,51.0,39,Saratoga,10035,257.3076923076923,96.9080919080919,9.844190769590556,60.0,46.0,70.84419076959055,24.31161846081889,13118.450953850132,18186.943367837684,12460.03967968998,12281.788943544338,1268,13113.528858465337,18182.02127245289,13123.373049234926,18191.86546322248,1,12460.03967968998,12281.788943544338,12455.117584305186,12276.866848159543,12464.961775074775,12286.711038929132
Niagara,43.2126582278,-78.852278481,NY,11.0,48.0,False,9.0,45.0,14.0,50.0,25,Niagara,9868,394.72,148.66077922077926,12.192652673671107,11.5,47.5,4.9036736631644455,54.096326336835546,14311.037404200144,3279.612738462533,12380.633489555723,12834.897769040326,1269,14304.941077863308,3273.516412125697,14317.13373053698,3285.7090647993687,1,12481.865441695774,13169.320436097547,12475.769115358939,13163.224109760711,12487.96176803261,13175.416762434383
Ulster,41.9288607595,-74.0689873418,NY,58.0,26.0,False,52.0,21.0,59.0,29.0,56,Ulster,16474,294.17857142857144,110.79452690166977,10.52589791427172,55.5,25.0,84.3147447856793,36.525897914271724,7751.811927275078,17292.50353007517,12162.107927501977,13407.514916572381,1270,7746.548978317943,17287.240581118032,7757.074876232214,17297.766479032307,1,12702.015244810209,12585.901429982036,12696.752295853074,12580.6384810249,12707.278193767344,12591.164378939171
Onondaga,42.9208860759,-76.2062025316,NY,37.0,43.0,False,35.0,41.0,40.0,48.0,37,Onondaga,24304,656.8648648648649,247.39066339066338,15.72865739313637,37.5,44.5,29.135671303431806,19.407013910295447,12820.304341262627,11031.424665737612,12896.677425731012,12641.045956946746,1271,12812.440012566058,11023.560337041043,12828.168669959196,11039.28899443418,1,11977.515872133657,13371.305809779788,11969.651543437089,13363.441481083219,11985.380200830226,13379.170138476356
Ulster,42.0455696203,-74.6796202532,NY,52.0,28.0,False,52.0,21.0,59.0,29.0,56,Ulster,16474,294.17857142857144,110.79452690166977,10.52589791427172,55.5,25.0,15.159357300048981,59.577693742815164,8348.105152450084,15503.623854550156,11749.382579407154,13864.647559569516,1272,8342.842203492948,15498.360905593021,8353.368101407219,15508.886803507292,1,12866.848496781258,12371.86808647942,12861.585547824123,12366.605137522285,12872.111445738394,12377.131035436556
Warren,43.387721518999996,-74.0689873418,NY,58.0,51.0,False,57.0,49.0,63.0,57.0,43,Warren,2382,55.3953488372093,20.86318332829961,4.567623378552527,60.0,53.0,48.864753242894956,41.864753242894956,15205.477241962652,17292.50353007517,12841.289916039843,13688.004298264746,1273,15203.193430273375,17290.21971838589,15207.761053651928,17294.787341764448,1,12841.289916039843,13688.004298264746,12839.006104350567,13685.72048657547,12843.57372772912,13690.288109954023
Otsego,42.3956962025,-75.2902531646,NY,46.0,34.0,False,45.0,33.0,52.0,42.0,51,Otsego,3129,61.352941176470594,23.106951871657753,4.8069690941026195,48.5,37.5,33.98257726474345,17.175608170640835,10136.984827975102,13714.74417902514,11591.409810922421,13096.351633090486,1274,10134.581343428052,13712.340694478089,10139.388312522153,13717.14766357219,1,11591.409810922421,13096.351633090486,11589.006326375371,13093.948148543435,11593.813295469472,13098.755117637536
Hamilton,43.504430379700004,-74.5778481013,NY,53.0,53.0,False,51.0,49.0,58.0,63.0,87,Hamilton,231,2.655172413793104,1.0,1.0,54.5,56.0,51.5,50.0,15801.77046713766,15801.77046713766,12361.602335690692,13111.565986532283,1275,15801.27046713766,15801.27046713766,15802.27046713766,15802.27046713766,1,12504.446221564309,12903.765417703167,12503.946221564309,12903.265417703167,12504.946221564309,12904.265417703167
Ulster,41.7537974684,-74.1707594937,NY,57.0,23.0,False,52.0,21.0,59.0,29.0,56,Ulster,16474,294.17857142857144,110.79452690166977,10.52589791427172,55.5,25.0,72.7888468714076,1.94820417145656,6857.37208951257,16994.356917487672,12323.66678786514,13544.448247442499,1276,6852.109140555434,16989.093968530535,6862.635038469705,16999.61986644481,1,12533.080161124855,12409.64983587187,12527.81721216772,12404.386886914735,12538.34311008199,12414.912784829006
Columbia,42.2789873418,-73.6618987342,NY,62.0,32.0,False,60.0,27.0,64.0,35.0,31,Columbia,4951,159.70967741935485,60.150397989107674,7.7556687647879645,62.0,31.0,62.0,39.75566876478796,9540.691602800096,18485.089980425182,12984.555797630297,12787.869238797834,1277,9536.813768417702,18481.212146042788,9544.56943718249,18488.967814807576,1,11874.781217071748,13209.318633423078,11870.903382689354,13205.440799040683,11878.659051454142,13213.196467805472
Cayuga,43.0375949367,-76.5115189873,NY,34.0,45.0,False,32.0,38.0,36.0,50.0,37,Cayuga,3515,95.0,35.77922077922078,5.9815734367489615,34.0,44.0,34.0,50.98157343674896,13416.597566437636,10136.984827975102,11965.658922485116,12488.7605453684,1278,13413.606779719263,10133.994041256728,13419.58835315601,10139.975614693476,1,11965.658922485116,12488.7605453684,11962.668135766742,12485.769758650025,11968.64970920349,12491.751332086773
Schuyler,42.3373417722,-76.9186075949,NY,30.0,33.0,False,29.0,32.0,32.0,36.0,16,Schuyler,876,54.75,20.620129870129873,4.540939315838725,30.5,34.0,27.72953034208064,28.459060684161283,9838.838215387601,8944.39837762509,12830.44361097403,13394.914681683986,1279,9836.567745729682,8942.127907967171,9841.10868504552,8946.668847283008,1,12830.44361097403,13394.914681683986,12828.173141316112,13392.644212026067,12832.71408063195,13397.185151341904
Hamilton,43.4460759494,-74.4760759494,NY,54.0,52.0,False,51.0,49.0,58.0,63.0,87,Hamilton,231,2.655172413793104,1.0,1.0,54.5,56.0,53.5,48.0,15503.623854550156,16099.917079725163,11685.07907519291,12899.365436181954,1280,15503.123854550156,16099.417079725163,15504.123854550156,16100.417079725163,1,11685.07907519291,12899.365436181954,11684.57907519291,12898.865436181954,11685.57907519291,12899.865436181954
Oswego,43.2710126582,-76.0026582278,NY,39.0,49.0,False,33.0,49.0,41.0,56.0,48,Oswego,3162,65.875,24.81006493506493,4.980970280484008,37.0,52.5,48.961940560968024,31.56660401830597,14609.184016787649,11627.717890912618,12146.155215337056,12697.38432452523,1281,14606.693531647406,11625.227405772375,14611.674501927891,11630.20837605286,1,12146.155215337056,12697.38432452523,12143.664730196813,12694.893839384988,12148.645700477298,12699.874809665473
Chenango,42.5124050633,-75.6973417722,NY,42.0,36.0,False,41.0,31.0,45.0,39.0,39,Chenango,1441,36.94871794871795,13.915750915750914,3.730382140713055,43.0,35.0,38.26961785928695,39.730382140713054,10733.278053150107,12522.157728675125,13222.069766251805,13211.134849717371,1282,10731.412862079751,12520.29253760477,10735.143244220462,12524.022919745481,1,13222.069766251805,13211.134849717371,13220.20457518145,13209.269658647016,13223.93495732216,13213.000040787727
Rensselaer,42.6874683544,-73.6618987342,NY,62.0,39.0,False,61.0,36.0,65.0,43.0,32,Rensselaer,7983,249.46875,93.95576298701296,9.693078096611671,63.0,39.5,52.30692190338833,34.153460951694164,11627.717890912618,18485.089980425182,12475.70883859672,13917.140327241494,1283,11622.871351864313,18480.243441376875,11632.564429960923,18489.93651947349,1,12383.31241344928,12114.555725307644,12378.465874400974,12109.709186259339,12388.158952497584,12119.40226435595
Onondaga,43.1543037975,-76.1044303797,NY,38.0,47.0,False,35.0,41.0,40.0,48.0,37,Onondaga,24304,656.8648648648649,247.39066339066338,15.72865739313637,37.5,44.5,45.86432869656819,86.32164348284094,14012.89079161264,11329.571278325117,12677.443387917949,12232.64007047638,1284,14005.026462916072,11321.706949628548,14020.75512030921,11337.435607021685,1,12185.867455279687,13725.962421752365,12178.003126583119,13718.098093055796,12193.731783976256,13733.826750448934
Washington,43.2710126582,-73.3565822785,NY,65.0,49.0,False,63.0,44.0,66.0,57.0,41,Washington,2014,49.121951219512205,18.500475134621478,4.301217866444511,64.5,50.5,67.15060893322226,42.54817320033323,14609.184016787649,19379.529818187693,12288.938216741284,13626.649280504953,1285,14607.033407854427,19377.37920925447,14611.33462572087,19381.680427120915,1,12288.938216741284,13626.649280504953,12286.787607808063,13624.498671571731,12291.088825674506,13628.799889438174
Essex,44.3213924051,-73.3565822785,NY,65.0,67.0,False,56.0,58.0,65.0,70.0,88,Essex,1529,17.375,6.5438311688311686,2.5580913136225547,60.5,64.0,76.5114109113015,74.67427394086765,19975.8230433627,19379.529818187693,12063.859119424731,12803.321646468243,1286,19974.54399770589,19378.250772530882,19977.10208901951,19380.808863844504,1,12063.859119424731,12803.321646468243,12062.58007376792,12802.042600811432,12065.138165081542,12804.600692125054
Lewis,44.1463291139,-75.3920253165,NY,45.0,64.0,False,41.0,52.0,47.0,64.0,64,Lewis,491,7.671875,2.8894074675324672,1.6998257168111286,44.0,58.0,46.699825716811134,74.19895430086676,19081.383205600192,13416.597566437636,13102.237765841566,13344.040296287152,1287,19080.533292741788,13415.74765357923,19082.233118458596,13417.447479296043,1,13102.237765841566,13344.040296287152,13101.38785298316,13343.190383428746,13103.087678699972,13344.890209145558
Clinton,44.9049367089,-73.7636708861,NY,61.0,77.0,False,59.0,69.0,64.0,78.0,49,Clinton,2423,49.44897959183673,18.62364166445799,4.315511750008102,61.5,73.5,58.84224412499596,92.10429112502837,22957.28916923773,18186.943367837684,12931.797780973673,13269.399784550495,1288,22955.131413362727,18184.78561196268,22959.446925112734,18189.101123712688,1,12931.797780973673,13269.399784550495,12929.64002509867,13267.242028675491,12933.955536848676,13271.557540425498
Suffolk,41.0535443038,-71.93177215189999,NY,79.0,11.0,False,64.0,4.0,79.0,15.0,48,Suffolk,65213,1358.6041666666667,511.6820887445887,22.620390994511762,71.5,9.5,248.6529324588382,44.93058649176764,3279.612738462533,23553.582394412733,12872.543955849187,12290.64505972495,1289,3268.302542965277,23542.272198915478,3290.9229339597887,23564.89258990999,1,11989.497689541058,13648.268620669296,11978.187494043803,13636.95842517204,12000.807885038314,13659.578816166551
St Lawrence,44.78822784810001,-74.98493670890001,NY,49.0,75.0,False,41.0,63.0,53.0,78.0,138,St Lawrence,3837,27.80434782608696,10.471767363071711,3.2360110264138022,47.0,70.5,55.472022052827604,89.56204961886209,22360.995944062724,14609.184016787649,12889.503487630276,12701.172125685032,1290,22359.377938549518,14607.566011274443,22362.61394957593,14610.802022300855,1,11985.713344846257,13309.963477196352,11984.095339333051,13308.345471683146,11987.331350359464,13311.581482709558
Tioga,42.2789873418,-76.3079746835,NY,36.0,32.0,False,34.0,28.0,38.0,34.0,24,Tioga,1800,75.0,28.246753246753244,5.314767468737767,36.0,31.0,36.0,37.31476746873778,9540.691602800096,10733.278053150107,12464.256340014854,12190.989948388396,1291,9538.034219065727,10730.620669415737,9543.348986534465,10735.935436884476,1,12464.256340014854,12190.989948388396,12461.598956280484,12188.332564654027,12466.913723749223,12193.647332122766
Delaware,42.162278481,-74.78139240510001,NY,51.0,30.0,False,45.0,25.0,54.0,35.0,70,Delaware,1949,27.84285714285714,10.486270871985157,3.2382512058185284,49.5,30.0,55.857376808727786,30.0,8944.39837762509,15205.477241962652,11646.46753440314,13276.203603275191,1292,8942.779252022181,15203.858116359743,8946.017503227999,15207.09636756556,1,11646.46753440314,13276.203603275191,11644.848408800231,13274.584477672282,11648.086660006049,13277.8227288781
Lewis,44.029620253199994,-75.2902531646,NY,46.0,62.0,False,41.0,52.0,47.0,64.0,64,Lewis,491,7.671875,2.8894074675324672,1.6998257168111286,44.0,58.0,49.39965143362225,68.79930286724452,18485.089980425182,13714.74417902514,13004.692102986772,13506.05163174264,1293,18484.240067566778,13713.894266166733,18485.939893283587,13715.594091883546,1,13004.692102986772,13506.05163174264,13003.842190128365,13505.201718884235,13005.542015845178,13506.901544601047
Herkimer,43.9712658228,-74.98493670890001,NY,49.0,61.0,False,47.0,42.0,51.0,62.0,70,Herkimer,1521,21.728571428571424,8.183487940630798,2.8606796291494785,49.0,52.0,49.0,86.74611666234532,18186.943367837684,14609.184016787649,13035.385425588127,13374.8337543817,1294,18185.51302802311,14607.753676973074,18188.37370765226,14610.614356602224,1,13035.385425588127,13374.8337543817,13033.955085773552,13373.403414567125,13036.815765402702,13376.264094196275
Allegany,42.0455696203,-78.2416455696,NY,17.0,28.0,False,17.0,28.0,22.0,36.0,46,Allegany,1272,27.65217391304348,10.414455110107284,3.2271434907836496,19.5,32.0,8.932141273040875,15.091426036865402,8348.105152450084,5068.492413987551,12895.56711932706,12670.164389003661,1295,8346.491580704691,5066.878842242159,8349.718724195476,5070.105985732943,1,11977.992186233496,13341.263749036336,11976.378614488103,13339.650177290943,11979.605757978889,13342.877320781728
St Lawrence,44.2046835443,-74.5778481013,NY,53.0,65.0,False,41.0,63.0,53.0,78.0,138,St Lawrence,3837,27.80434782608696,10.471767363071711,3.2360110264138022,47.0,70.5,72.4160661584828,47.20193935472409,19379.529818187693,15801.77046713766,11782.80110647646,12674.566795411629,1296,19377.911812674487,15800.152461624453,19381.1478237009,15803.388472650866,1,11782.80110647646,12674.566795411629,11781.183100963253,12672.948789898423,11784.419111989666,12676.184800924835
